1900
0| 186 135 
1| 61 9 
2| 44 190 
3| 192 171 
4| 139 154 
5| 210 36 
6| 0 95 
7| 105 190 
8| 202 211 
9| 236 134 
10| 49 150 
11| 204 182 
12| 105 0 
13| 64 53 
14| 194 23 
15| 240 125 
16| 158 45 
17| 134 203 
18| 236 71 
19| 118 119 
20| 225 72 
21| 155 225 
22| 167 4 
23| 159 113 
24| 215 139 
25| 247 9 
26| 33 196 
27| 191 138 
28| 196 255 
29| 191 135 
30| 22 175 
31| 4 181 
32| 221 138 
33| 128 201 
34| 209 246 
35| 64 178 
36| 63 220 
37| 147 230 
38| 224 51 
39| 88 184 
40| 190 79 
41| 193 224 
42| 19 128 
43| 106 216 
44| 127 42 
45| 95 150 
46| 217 99 
47| 75 182 
48| 237 203 
49| 127 191 
50| 193 192 
51| 113 0 
52| 156 5 
53| 231 124 
54| 56 63 
55| 52 246 
56| 142 245 
57| 214 162 
58| 117 65 
59| 122 245 
60| 107 217 
61| 139 68 
62| 60 214 
63| 251 41 
64| 161 122 
65| 232 98 
66| 58 90 
67| 99 214 
68| 95 74 
69| 83 151 
70| 137 135 
71| 141 23 
72| 125 100 
73| 185 242 
74| 165 51 
75| 231 16 
76| 12 114 
77| 84 72 
78| 72 79 
79| 114 233 
80| 202 90 
81| 76 4 
82| 180 175 
83| 219 19 
84| 249 46 
85| 170 130 
86| 181 56 
87| 153 50 
88| 156 83 
89| 37 65 
90| 134 12 
91| 81 147 
92| 127 165 
93| 219 199 
94| 245 77 
95| 177 191 
96| 168 253 
97| 195 92 
98| 172 158 
99| 112 165 
100| 204 26 
101| 39 130 
102| 82 192 
103| 180 238 
104| 19 217 
105| 47 154 
106| 230 128 
107| 45 101 
108| 38 8 
109| 44 27 
110| 86 221 
111| 218 254 
112| 218 157 
113| 90 134 
114| 60 202 
115| 43 8 
116| 229 82 
117| 138 55 
118| 19 63 
119| 38 38 
120| 24 85 
121| 192 254 
122| 214 237 
123| 99 252 
124| 246 144 
125| 23 76 
126| 109 241 
127| 74 72 
128| 142 164 
129| 206 202 
130| 111 250 
131| 211 84 
132| 76 93 
133| 139 95 
134| 156 177 
135| 134 181 
136| 7 70 
137| 179 221 
138| 52 23 
139| 217 42 
140| 167 240 
141| 118 20 
142| 225 192 
143| 92 111 
144| 100 43 
145| 58 211 
146| 37 13 
147| 39 113 
148| 106 179 
149| 209 7 
150| 100 87 
151| 188 107 
152| 157 111 
153| 72 209 
154| 134 33 
155| 251 45 
156| 17 113 
157| 66 242 
158| 49 158 
159| 98 150 
160| 201 156 
161| 105 238 
162| 169 145 
163| 96 19 
164| 68 49 
165| 26 168 
166| 136 214 
167| 20 37 
168| 70 92 
169| 247 204 
170| 126 242 
171| 250 143 
172| 100 60 
173| 130 149 
174| 218 228 
175| 43 164 
176| 128 149 
177| 146 41 
178| 38 242 
179| 60 106 
180| 35 87 
181| 18 171 
182| 45 38 
183| 209 115 
184| 131 200 
185| 64 1 
