500
0| 23 19 
1| 179 116 
2| 177 203 
3| 234 161 
4| 135 168 
5| 195 32 
6| 2 40 
7| 206 217 
8| 145 214 
9| 239 54 
10| 82 250 
11| 129 47 
12| 132 56 
13| 44 26 
14| 173 65 
15| 122 196 
16| 84 45 
17| 57 5 
18| 248 35 
19| 167 128 
20| 203 106 
21| 160 206 
22| 146 110 
23| 167 35 
24| 69 150 
25| 90 151 
26| 144 219 
27| 198 20 
28| 20 242 
29| 47 193 
30| 51 169 
31| 134 135 
32| 214 191 
33| 141 207 
34| 226 52 
35| 79 174 
36| 158 239 
37| 124 49 
38| 93 35 
39| 84 162 
40| 185 174 
41| 57 73 
42| 138 255 
43| 94 158 
44| 242 141 
45| 95 37 
46| 54 229 
47| 173 12 
48| 164 58 
49| 219 135 
50| 110 42 
51| 53 12 
52| 25 177 
53| 61 119 
54| 212 146 
55| 25 141 
56| 64 83 
57| 214 202 
58| 82 52 
59| 104 68 
60| 193 200 
61| 106 247 
62| 173 23 
63| 4 82 
64| 81 223 
65| 217 191 
66| 10 14 
67| 203 35 
68| 191 9 
69| 154 147 
70| 155 180 
71| 32 219 
72| 7 246 
73| 166 89 
74| 43 14 
75| 158 236 
76| 214 8 
77| 228 132 
78| 31 232 
79| 214 112 
80| 199 175 
81| 47 209 
82| 189 250 
83| 245 124 
84| 3 143 
85| 15 158 
86| 67 47 
87| 122 74 
88| 37 32 
89| 164 80 
90| 46 66 
91| 61 5 
92| 74 33 
93| 137 105 
94| 9 95 
95| 217 208 
96| 14 8 
97| 162 203 
98| 2 151 
99| 71 6 
100| 38 86 
101| 164 106 
102| 133 30 
103| 180 170 
104| 62 88 
105| 251 109 
106| 154 56 
107| 114 228 
108| 89 251 
109| 77 98 
110| 90 38 
111| 50 104 
112| 46 212 
113| 51 49 
114| 107 122 
115| 55 146 
116| 208 219 
117| 252 85 
118| 250 176 
119| 255 56 
120| 9 250 
121| 165 163 
122| 50 23 
123| 136 139 
124| 18 213 
125| 237 108 
126| 252 32 
127| 212 42 
128| 244 7 
129| 91 96 
130| 129 146 
131| 242 81 
132| 110 238 
133| 166 104 
134| 158 166 
135| 160 167 
136| 160 70 
137| 75 211 
138| 93 211 
139| 94 112 
140| 168 76 
141| 220 164 
142| 108 177 
143| 207 96 
144| 184 42 
145| 192 58 
146| 189 178 
147| 139 43 
148| 160 50 
149| 147 63 
150| 216 51 
151| 230 120 
152| 121 49 
153| 75 215 
154| 4 170 
155| 71 173 
156| 246 35 
157| 81 98 
158| 212 32 
159| 194 141 
160| 75 131 
161| 199 8 
162| 53 82 
163| 51 214 
164| 132 198 
165| 21 92 
166| 249 251 
167| 213 115 
168| 45 32 
169| 74 49 
170| 202 145 
171| 222 192 
172| 180 48 
173| 34 137 
174| 80 229 
175| 22 155 
176| 104 221 
177| 163 157 
178| 47 214 
179| 115 180 
180| 156 136 
181| 16 150 
182| 132 229 
183| 9 177 
184| 6 83 
185| 226 208 
186| 228 193 
187| 145 152 
188| 241 179 
189| 33 65 
190| 152 55 
191| 221 0 
192| 20 128 
193| 158 68 
194| 87 17 
195| 248 243 
196| 154 8 
197| 137 30 
198| 238 146 
199| 207 244 
200| 229 177 
201| 196 201 
202| 114 85 
203| 98 99 
204| 9 131 
205| 165 161 
206| 187 130 
207| 162 207 
208| 2 64 
209| 19 89 
210| 81 11 
211| 77 235 
212| 20 214 
213| 9 2 
214| 105 216 
215| 246 78 
216| 138 186 
217| 24 252 
218| 16 122 
219| 96 25 
220| 253 5 
221| 186 184 
222| 135 92 
223| 136 137 
224| 156 155 
225| 227 238 
226| 167 48 
227| 217 187 
228| 6 227 
229| 189 111 
230| 187 179 
231| 190 69 
232| 109 214 
233| 66 125 
234| 80 162 
235| 150 77 
236| 167 81 
237| 6 46 
238| 173 142 
239| 183 74 
240| 41 154 
241| 56 208 
242| 202 17 
243| 139 209 
244| 244 72 
245| 64 176 
246| 251 254 
247| 245 105 
248| 212 55 
249| 230 36 
250| 217 125 
251| 114 128 
252| 206 120 
253| 174 123 
254| 6 102 
255| 197 47 
256| 0 253 
257| 0 203 
258| 15 139 
259| 156 3 
260| 212 220 
261| 179 207 
262| 219 169 
263| 56 175 
264| 224 31 
265| 212 186 
266| 156 70 
267| 58 106 
268| 190 233 
269| 229 196 
270| 79 171 
271| 243 79 
272| 168 243 
273| 26 183 
274| 127 182 
275| 187 83 
276| 147 110 
277| 34 110 
278| 23 91 
279| 29 248 
280| 122 241 
281| 178 22 
282| 55 236 
283| 128 245 
284| 213 101 
285| 185 36 
286| 16 173 
287| 116 185 
288| 160 142 
289| 112 31 
290| 69 43 
291| 114 216 
292| 154 149 
293| 70 177 
294| 240 99 
295| 169 106 
296| 85 91 
297| 128 140 
298| 72 0 
299| 130 29 
300| 101 59 
301| 66 118 
302| 232 182 
303| 47 137 
304| 68 159 
305| 168 137 
306| 203 27 
